building_id,efficiency_score,primary_use,square_feet,savings_dollars,savings_kwh,savings_percent
80,19.04761904761905,6.0,156111.0,184002.99860044554,1840029.9860044552,50.0
169,25.233644859813083,0.0,179559.0,182885.91635593222,1828859.163559322,50.0
4,13.907284768211923,0.0,116607.0,182342.2076940402,1823422.076940402,50.0
1430,6.15384615384616,6.0,53303.0,180550.6445,1805506.4449999998,50.0
928,27.777777777777786,0.0,179115.0,178964.06473469388,1789640.6473469387,50.0
1287,3.100775193798455,0.0,60582.0,178465.00108846155,1784650.0108846154,50.0
332,7.5,0.0,90400.0,176878.21384615387,1768782.1384615386,50.0
1285,0.0,3.0,130067.0,176067.06134210527,1760670.6134210525,50.0
1373,12.903225806451616,0.0,105434.0,175421.0566956522,1754210.5669565217,50.0
883,62.96296296296296,0.0,399331.0,174429.06034658157,1744290.6034658155,44.42882940812975
15,7.8125,6.0,83957.0,174217.6211886066,1742176.211886066,50.0
89,50.0,11.0,161755.0,174143.04573203926,1741430.4573203924,50.0
1426,0.0,1.0,15450.0,173527.50363636366,1735275.0363636364,50.0
1391,0.0,1.0,68693.0,172601.17677272728,1726011.7677272728,50.0
335,33.33333333333334,6.0,229000.0,172050.59750000003,1720505.975,50.0
1263,8.860759493670884,0.0,97838.0,171291.73869565217,1712917.3869565215,50.0
594,30.555555555555557,0.0,177281.0,171026.01541935484,1710260.1541935483,50.0
1314,4.6979865771812115,0.0,73813.0,170567.47615384616,1705674.7615384615,50.0
1078,13.043478260869563,1.0,80438.0,170056.785,1700567.8499999999,50.0
1377,5.333333333333329,0.0,74599.0,169911.9964054054,1699119.9640540539,50.0
150,6.779661016949163,6.0,65657.0,168744.19285714286,1687441.9285714284,50.0
1179,14.285714285714292,1.0,143228.0,168493.09680000003,1684930.968,50.0
649,18.181818181818173,0.0,116121.0,166880.09418749998,1668800.9418749998,50.0
592,21.568627450980387,0.0,120694.0,166439.37428571426,1664393.7428571426,50.0
987,31.304347826086953,0.0,166395.0,166053.77785714285,1660537.7785714285,50.0
111,20.91503267973856,0.0,118338.0,165495.44708108107,1654954.4708108106,50.0
78,6.535947712418306,0.0,76257.0,165311.81104557167,1653118.1104557165,50.0
1293,7.462686567164184,6.0,51471.0,165200.9219947826,1652009.219947826,50.0
323,54.54545454545455,0.0,282200.0,165158.91257142858,1651589.1257142858,50.0
16,1.7699115044247833,0.0,54644.0,163289.09080250896,1632890.9080250894,50.0
489,9.615384615384613,0.0,85039.0,163086.79714285716,1630867.9714285715,50.0
1094,10.447761194029852,6.0,70852.0,161682.75685714287,1616827.5685714285,50.0
1250,36.8421052631579,0.0,232139.0,161457.604,1614576.0399999998,50.0
911,38.1578947368421,0.0,239638.0,161306.81176470587,1613068.1176470586,50.0
1004,7.333333333333343,0.0,74886.0,161111.146,1611111.46,50.0
1431,5.555555555555557,9.0,111360.0,161061.78093506495,1610617.8093506494,50.0
1241,33.33333333333334,3.0,194188.0,160979.19129945236,1609791.9129945235,41.372351645494426
1018,33.33333333333334,0.0,186840.0,160049.11818640775,1600491.1818640775,50.0
1130,56.36363636363637,0.0,280225.0,159653.91775384615,1596539.1775384613,50.0
572,10.559006211180119,0.0,94175.0,159484.64516666668,1594846.4516666667,50.0
1283,7.142857142857139,9.0,76537.0,159475.88801714286,1594758.8801714284,50.0
983,5.555555555555557,1.0,122122.0,159358.3067046729,1593583.067046729,50.0
119,10.429447852760731,0.0,91149.0,159303.8032835821,1593038.0328358207,50.0
641,16.129032258064512,0.0,109588.0,159277.07740909094,1592770.7740909092,50.0
42,50.0,7.0,226506.0,158725.39865479653,1587253.9865479653,50.0
685,41.17647058823529,6.0,270034.0,158450.16416301113,1584501.6416301113,46.753649362345115
493,58.18181818181819,0.0,283000.0,158325.93473684211,1583259.347368421,50.0
1409,4.166666666666657,4.0,48881.0,158232.60725346534,1582326.0725346534,50.0
506,0.0,7.0,34400.0,158023.43692307698,1580234.3692307696,50.0
1238,18.181818181818173,6.0,129707.0,156992.08827032967,1569920.8827032966,50.0
249,22.222222222222214,1.0,179449.0,155666.59823076925,1556665.9823076923,50.0
754,2.898550724637687,6.0,41337.0,155615.91749142858,1556159.1749142858,50.0
780,23.529411764705884,0.0,120836.0,154824.61851851855,1548246.1851851854,50.0
1106,12.307692307692307,6.0,92099.0,154638.88233707866,1546388.8233707866,50.0
1247,50.0,2.0,69876.0,153761.8416282353,1537618.416282353,50.0
1092,12.698412698412696,6.0,105167.0,153724.95536202527,1537249.5536202528,50.0
118,26.717557251908403,0.0,138316.0,153052.74203181823,1530527.420318182,50.0
767,12.307692307692307,6.0,70042.0,152986.49614666667,1529864.9614666665,50.0
1244,11.764705882352942,9.0,95526.0,152261.9031932773,1522619.031932773,50.0
1169,33.599999999999994,0.0,155439.0,151950.8562631579,1519508.562631579,50.0
1185,23.636363636363626,6.0,129532.0,151619.17500000002,1516191.7500000002,50.0
879,20.129870129870127,0.0,110235.0,150829.19941666664,1508291.9941666664,50.0
1304,14.516129032258064,6.0,91363.0,149715.2581578947,1497152.5815789471,50.0
914,40.789473684210535,0.0,229973.0,149033.6190638298,1490336.190638298,50.0
285,0.0,14.0,21958.0,147407.97321739132,1474079.7321739132,50.0
1054,40.0,0.0,204998.0,147213.65712,1472136.5712,50.0
1143,17.1875,6.0,96612.0,147196.88204444447,1471968.8204444447,50.0
1275,15.873015873015873,6.0,114166.0,146683.53082051288,1466835.3082051286,50.0
13,15.625,0.0,99380.0,146538.60543238508,1465386.0543238507,50.0
7,24.83660130718954,0.0,121074.0,146272.10494005747,1462721.0494005745,50.0
1187,16.393442622950815,6.0,121714.0,145160.29316666667,1451602.9316666666,50.0
483,42.352941176470594,0.0,207000.0,144296.03399999999,1442960.3399999999,50.0
1382,12.5,9.0,243072.0,144240.29979493012,1442402.997949301,41.27671733425183
1292,10.9375,6.0,58196.0,143813.32150000002,1438133.215,50.0
365,50.0,3.0,819577.0,143736.00518215875,1437360.0518215876,12.989901270514418
1412,2.857142857142861,4.0,39538.0,142333.0184587156,1423330.184587156,50.0
1011,6.474820143884898,0.0,65144.0,142107.51983076925,1421075.1983076925,50.0
1313,0.0,3.0,68637.0,141401.6011764706,1414016.0117647059,50.0
1273,14.0625,6.0,104089.0,140665.0943,1406650.943,50.0
946,38.888888888888886,0.0,177216.0,140210.83547454546,1402108.3547454546,50.0
888,15.789473684210535,1.0,137522.0,140103.21768,1401032.1768,50.0
1381,15.625,6.0,84615.0,138281.01011250002,1382810.101125,50.0
75,10.897435897435898,0.0,80942.0,137845.9148496239,1378459.1484962387,50.0
1405,9.523809523809518,4.0,142901.0,137311.63051999998,1373116.3051999998,50.0
1318,14.285714285714292,1.0,73488.0,137032.45695126048,1370324.5695126047,50.0
1360,14.285714285714292,1.0,111530.0,136825.65656250002,1368256.565625,50.0
97,19.04761904761905,4.0,187647.0,136684.82915568826,1366848.2915568824,50.0
952,46.42857142857143,0.0,218024.0,134164.36099411765,1341643.6099411764,50.0
221,47.05882352941176,0.0,204349.0,133924.57195161292,1339245.719516129,50.0
804,26.66666666666667,6.0,175618.0,133875.43000000002,1338754.3,50.0
1367,5.79710144927536,0.0,33695.0,132130.6833139535,1321306.8331395348,50.0
978,60.869565217391305,0.0,258491.0,131071.51617970335,1310715.1617970334,48.13533413966812
801,63.63636363636363,0.0,484376.0,128491.9099219983,1284919.099219983,32.68429272322271
1441,7.246376811594203,0.0,30143.0,128415.395,1284153.95,50.0
1176,34.61538461538461,0.0,142672.0,127615.34878857143,1276153.4878857143,50.0
96,22.222222222222214,4.0,200933.0,127031.79543063485,1270317.9543063485,50.0
1174,25.0,7.0,27648.0,126678.13791549295,1266781.3791549294,50.0
122,14.102564102564102,0.0,83043.0,126568.40689655175,1265684.0689655175,50.0
1033,27.272727272727266,0.0,118489.0,126543.77355000003,1265437.7355000002,50.0
765,4.761904761904773,1.0,58562.0,126121.87340204083,1261218.7340204082,50.0
1080,53.57142857142857,0.0,207115.0,125997.231675,1259972.31675,50.0
783,23.80952380952381,1.0,143110.0,125610.29699999998,1256102.9699999997,50.0
929,51.13636363636363,0.0,199628.0,124838.76192105265,1248387.6192105263,50.0
789,9.558823529411768,0.0,64583.0,124792.98899999997,1247929.8899999997,50.0
569,17.391304347826093,0.0,86091.0,123705.23846153848,1237052.3846153847,50.0
1111,18.461538461538467,6.0,67839.0,123196.8441896104,1231968.441896104,50.0
1067,30.069930069930066,0.0,125701.0,121250.64715384616,1212506.4715384615,50.0
28,12.121212121212125,6.0,52957.0,121227.0262382186,1212270.262382186,50.0
787,20.0,4.0,278795.0,121090.87593630538,1210908.7593630538,44.72848435037367
961,44.26229508196722,0.0,155882.0,120960.73772142857,1209607.3772142855,50.0
55,0.0,6.0,16726.0,120227.14824540055,1202271.4824540054,50.0
110,6.779661016949163,0.0,27814.0,119784.8888888889,1197848.888888889,50.0
1149,63.63636363636363,6.0,293990.0,119576.48261828486,1195764.8261828485,37.8359119916813
959,31.69014084507043,0.0,128536.0,119482.85361290323,1194828.5361290323,50.0
201,54.21686746987952,0.0,219608.0,118324.98350000869,1183249.8350000868,49.652188957066585
23,32.11678832116789,0.0,130885.0,117942.76972329429,1179427.6972329428,50.0
1135,42.1875,0.0,150393.0,117406.4024117647,1174064.024117647,50.0
1434,8.57142857142857,0.0,33148.0,117296.6947375,1172966.947375,50.0
1396,11.538461538461547,4.0,96336.0,117153.38457692308,1171533.8457692307,50.0
1363,39.02439024390244,6.0,157933.0,116769.99338613864,1167699.9338613863,50.0
1183,30.0,1.0,166856.0,116678.11246153843,1166781.1246153843,50.0
774,9.375,4.0,93500.0,116170.19824077669,1161701.9824077669,50.0
14,19.254658385093165,0.0,86250.0,115707.95958321122,1157079.5958321122,50.0
1259,13.986013986013987,0.0,71088.0,115035.56182816903,1150355.6182816902,50.0
972,65.45454545454545,0.0,282152.0,114895.07887061464,1148950.7887061464,42.70420010691969
1197,0.0,12.0,50552.0,114592.97382352942,1145929.7382352941,50.0
246,48.0,6.0,202435.0,114258.93370435754,1142589.3370435752,45.78798537708988
1232,50.943396226415096,0.0,181328.0,114018.29373913044,1140182.9373913044,50.0
1365,25.0,4.0,129664.0,113859.6642857143,1138596.642857143,50.0
1155,0.0,15.0,19059.0,113735.36614285712,1137353.6614285712,50.0
1077,3.7037037037037095,1.0,19454.0,112309.24137931036,1123092.4137931035,50.0
229,38.93129770992366,0.0,140092.0,111871.37314545455,1118713.7314545454,50.0
1306,6.0,4.0,54172.0,111852.91927636364,1118529.1927636364,50.0
30,22.699386503067487,0.0,93897.0,111460.50451957178,1114605.0451957178,50.0
1144,43.90243902439024,6.0,152312.0,111281.56770370372,1112815.6770370372,50.0
1299,5.357142857142861,0.0,25401.0,110905.0405346939,1109050.4053469389,50.0
168,54.80769230769231,0.0,183460.0,109935.32236000002,1099353.2236000001,50.0
1098,25.0,6.0,131745.0,109862.52303448276,1098625.2303448275,50.0
203,7.5,4.0,63348.0,108728.14179999998,1087281.4179999998,50.0
1172,50.0,5.0,63847.0,108593.38380000001,1085933.838,50.0
1029,45.52845528455285,0.0,152559.0,107135.52802702702,1071355.28027027,50.0
800,12.5,0.0,64583.0,106573.05513513515,1065730.5513513514,50.0
1302,23.80952380952381,6.0,90411.0,105383.56354054055,1053835.6354054054,50.0
1414,9.756097560975604,4.0,65663.0,104800.65419999999,1048006.5419999999,50.0
1097,50.0,6.0,157545.0,104072.29997072538,1040722.9997072536,49.71114113856465
1140,49.59349593495935,0.0,156483.0,103817.40318400002,1038174.0318400002,50.0
108,18.58974358974359,0.0,81580.0,103020.70581818181,1030207.0581818181,50.0
1319,46.15384615384615,1.0,287419.0,102430.98156179435,1024309.8156179434,35.8085230237065
964,38.970588235294116,0.0,130577.0,102245.43090588234,1022454.3090588234,50.0
268,21.73913043478261,1.0,77844.0,102123.28475625,1021232.8475624999,50.0
917,58.97435897435898,0.0,237702.0,102076.9854249722,1020769.8542497219,44.0090700007844
1332,4.255319148936167,0.0,47398.0,101948.59270967741,1019485.9270967741,50.0
640,0.0,1.0,36180.0,101633.25233333334,1016332.5233333333,50.0
1336,1.9607843137254974,6.0,31053.0,101525.1115550562,1015251.1155505619,50.0
154,6.896551724137936,6.0,34455.0,100422.45000000001,1004224.5,50.0
1107,55.88235294117647,0.0,184098.0,99783.46801422763,997834.6801422762,49.80077181157986
1000,35.294117647058826,0.0,121146.0,99782.31263801653,997823.1263801653,50.0
1164,68.75,6.0,249457.0,99536.86324602547,995368.6324602547,37.38611461869784
1147,33.33333333333334,1.0,234476.0,99527.98822960652,995279.8822960651,39.91886235709538
219,25.9493670886076,0.0,96124.0,99364.33383870969,993643.3383870968,50.0
1276,20.3125,6.0,53860.0,99013.13084727274,990131.3084727273,50.0
1326,12.121212121212125,6.0,46981.0,98326.52304943821,983265.2304943821,50.0
103,4.6511627906976685,0.0,21657.0,97959.29780451735,979592.9780451735,50.0
113,27.04402515723271,0.0,100481.0,97877.75821690142,978777.5821690141,50.0
91,15.862068965517238,0.0,68094.0,97387.22215592195,973872.2215592194,50.0
1059,33.33333333333334,1.0,116186.0,97368.81773684212,973688.1773684211,50.0
1379,15.625,6.0,49553.0,97280.06607476636,972800.6607476636,50.0
88,26.08695652173914,1.0,76527.0,96492.74283369482,964927.4283369482,50.0
1163,0.0,8.0,83919.0,95463.0448820513,954630.448820513,50.0
1297,5.4054054054054035,6.0,21469.0,95272.83381854306,952728.3381854305,50.0
540,23.125,0.0,88300.0,95259.16,952591.6,50.0
1219,32.25806451612904,6.0,91316.0,95172.5004048387,951725.0040483869,50.0
1129,40.816326530612244,6.0,133100.0,94885.71619428572,948857.1619428571,50.0
1384,9.166666666666671,0.0,56969.0,94827.04114545457,948270.4114545456,50.0
1323,29.6875,6.0,87200.0,94452.93235714285,944529.3235714285,50.0
1040,37.93103448275862,6.0,126960.0,94378.17882352942,943781.7882352942,50.0
622,38.775510204081634,0.0,123612.0,93465.21818181819,934652.1818181818,50.0
1191,57.4468085106383,0.0,192152.0,92931.4098333196,929314.098333196,46.9555583445205
1152,36.065573770491795,6.0,118858.0,91599.71088000003,915997.1088000002,50.0
1210,33.33333333333334,6.0,92500.0,91531.39871538461,915313.9871538461,50.0
220,41.333333333333336,0.0,122592.0,91414.02551039997,914140.2551039996,50.0
1064,43.38235294117647,0.0,131212.0,91016.15292307694,910161.5292307693,50.0
29,37.16216216216216,0.0,113866.0,90980.35458685721,909803.5458685721,50.0
1086,56.25,6.0,143973.0,90874.10377213568,908741.0377213567,48.573389585208844
1348,44.85294117647059,0.0,131271.0,90762.51488695655,907625.1488695655,50.0
1355,11.0,0.0,50567.0,89397.55154375,893975.5154375,50.0
120,17.241379310344826,0.0,68211.0,89292.81081081083,892928.1081081082,50.0
1126,19.444444444444443,0.0,72332.0,89009.00845714286,890090.0845714285,50.0
1248,27.58620689655173,6.0,78002.0,88126.32457714286,881263.2457714286,50.0
1328,67.27272727272728,0.0,279840.0,87945.80806447876,879458.0806447875,36.51685117979752
1343,33.33333333333334,6.0,110380.0,87646.08368333336,876460.8368333335,50.0
1440,28.57142857142857,4.0,150294.0,87627.21857142856,876272.1857142856,50.0
1439,10.92436974789915,0.0,56497.0,87352.33676470589,873523.3676470588,50.0
24,33.54838709677419,0.0,105545.0,86483.04479746764,864830.4479746763,50.0
318,31.746031746031747,6.0,105000.0,85387.83183673471,853878.318367347,50.0
1358,15.384615384615387,4.0,61439.0,85003.8979263158,850038.9792631579,50.0
880,54.91803278688525,0.0,157723.0,84673.29075798055,846732.9075798055,49.561421725692526
446,0.0,9.0,43992.0,84531.64975609757,845316.4975609756,50.0
1073,50.0,6.0,194111.0,84055.53226949347,840555.3226949347,39.31998035843913
760,22.727272727272734,6.0,49990.0,83272.99013846155,832729.9013846155,50.0
1327,30.37974683544303,0.0,98125.0,82965.10833333334,829651.0833333334,50.0
1117,39.0625,6.0,111424.0,82865.91722448979,828659.1722448978,50.0
486,27.32919254658384,0.0,86375.0,82795.91294117649,827959.1294117648,50.0
1268,18.181818181818173,6.0,43007.0,82203.32815537191,822033.2815537191,50.0
873,12.307692307692307,6.0,40142.0,82132.61025,821326.1024999999,50.0
1245,0.0,3.0,35354.0,81536.10391607143,815361.0391607143,50.0
619,20.689655172413794,0.0,68146.0,81498.01864285715,814980.1864285714,50.0
1119,45.90163934426229,6.0,119509.0,81428.76220799999,814287.6220799998,50.0
551,10.0,6.0,30525.0,81180.51272727273,811805.1272727272,50.0
500,34.81012658227847,0.0,99975.0,81093.51000000001,810935.1,50.0
998,58.715596330275226,0.0,173479.0,81033.17569870567,810331.7569870567,46.09046245122286
953,66.66666666666667,1.0,563782.0,80972.92477698495,809729.2477698494,18.354896635288988
1308,17.5,4.0,62279.0,80739.7711221239,807397.711221239,50.0
95,38.888888888888886,4.0,200933.0,80645.80429779897,806458.0429779897,42.78529553905234
125,3.3333333333333286,0.0,16802.0,80130.8117647059,801308.1176470589,50.0
902,0.0,0.0,14561.0,78808.7142857143,788087.142857143,50.0
913,40.0,1.0,503634.0,78393.64976407196,783936.4976407196,19.591256767638047
1269,50.0,3.0,56388.0,78332.27288863638,783322.7288863637,50.0
1390,40.90909090909091,1.0,93608.0,78326.72011875,783267.2011875,50.0
676,33.33333333333334,5.0,90697.0,77910.37191276476,779103.7191276476,43.19933005747727
1329,0.0,13.0,60100.0,77894.90870487805,778949.0870487805,50.0
1181,16.279069767441854,0.0,60606.0,77230.4814,772304.814,50.0
759,8.510638297872347,4.0,48519.0,76878.7043707317,768787.043707317,50.0
504,50.0,15.0,112536.0,76760.87657142858,767608.7657142858,50.0
1413,21.951219512195124,4.0,65999.0,76344.42951262135,763444.2951262136,50.0
404,0.0,9.0,5783.0,75979.54714285715,759795.4714285715,50.0
38,0.0,6.0,12769.0,75977.22411670654,759772.2411670653,50.0
576,30.434782608695656,0.0,86465.0,75914.16,759141.6,50.0
1180,36.07594936708861,0.0,95182.0,75834.9696,758349.696,50.0
98,44.44444444444444,4.0,200933.0,75659.9572225794,756599.572225794,41.23075583875377
1032,46.808510638297875,0.0,127632.0,75385.04152695653,753850.4152695653,50.0
1257,29.310344827586206,6.0,61274.0,75219.127,752191.2699999999,50.0
1209,50.0,3.0,115788.0,75186.30008337226,751863.0008337225,35.598490811199355
116,11.111111111111114,0.0,37265.0,75081.4864864865,750814.8648648649,50.0
771,27.5,4.0,82911.0,74734.28257699116,747342.8257699115,50.0
1447,0.0,4.0,29775.0,74398.55833333333,743985.5833333334,50.0
766,28.070175438596493,6.0,64818.0,74328.57810000001,743285.7810000001,50.0
1262,29.310344827586206,6.0,65000.0,74310.46606386555,743104.6606386554,50.0
211,13.402061855670098,0.0,48411.0,74213.67714285715,742136.7714285714,50.0
1116,50.0,12.0,11681.0,74075.8355090909,740758.355090909,50.0
291,27.777777777777786,9.0,90635.0,73794.76746915237,737947.6746915237,49.09476701745375
1084,53.96825396825397,6.0,122922.0,73517.70630809058,735177.0630809057,47.22901887397622
770,25.9493670886076,0.0,80325.0,73492.07031570248,734920.7031570248,50.0
775,44.44444444444444,6.0,104355.0,73009.02392307691,730090.2392307691,50.0
1121,31.847133757961785,0.0,85732.0,72584.385888,725843.8588800001,50.0
1294,12.0,6.0,15649.0,72420.77986567163,724207.7986567164,50.0
1386,31.818181818181827,1.0,82035.0,71657.00641379312,716570.0641379311,50.0
1157,12.328767123287676,0.0,37107.0,71458.93513432836,714589.3513432835,50.0
231,10.294117647058826,0.0,33739.0,71213.28581052633,712132.8581052633,50.0
